age,agecat,degree,educ,emailhrs,hrs1,ndegree,netcat,nethrs,sex,sphrs1,srcheng2,tvhours,usecomp,usemail,usenet,useweb,webhrs,hapmar,happy,speduc,rincome,life,income,maeduc,paeduc,marital,postlife,pres96,richwork,satjob,sibs,spdeg,spwrksta,vote96,wrkstat,zodiac,incomdol,rincdol,husbeduc,wifeduc,husbhr,wifehr,husbft,wifeft,cpldifed,prtdifed
51,4,0,8,-1,40,0,1,-1,1,40,0,2,0,0,0,0,-1,1,2,8,12,2,16,8,97,1,2,0,2,0,8,0,1,2,1,10,32500,18750,8,8,40,40,1,1,0, 
62,5,1,18,-1,40,1,1,-1,2,-1,0,-1,0,0,0,0,-1,0,3,97,18,2,21,3,2,3,0,0,2,2,12,7,0,2,1,5,82500,45000, , , , , , , ,-1
33,2,9,13,-1,60, ,1,-1,2,-1,0,2,1,0,0,0,-1,0,1,97,16,2,18,6,2,5,8,1,2,3,10,7,0,1,1,8,45000,32500, , , , , , , ,-4
59,4,0,9,-1,40,0,1,-1,1,-1,0,-1,0,0,0,0,-1,1,1,10,11,8,17,97,12,1,0,1,2,1,7,0,5,1,1,8,37500,16250,10,9, ,40,0,1,1, 
41,3,9,14,6,40, ,5,11,1,-1,1,1,1,1,1,1,5,0,1,97,15,0,18,12,8,5,1,1,0,1,5,7,0,1,1,4,45000,27500, , , , , , , ,-4
35,2,1,12,1.66666666666667,50,1,4,4.66666666666667,1,60,0,20,1,1,1,1,3,2,2,8,3,0,21,8,8,1,1,1,0,1,4,0,1,1,1,4,82500,3500,8,12,60,50,1,1,-4,0
25,1,1,12,-1,42,1,1,-1,1,-1,0,-1,0,0,0,0,-1,0,3,97,15,2,17,12,97,5,0,0,2,2,7,7,0,8,1,6,37500,27500, , , , , , , , 
63,5,0,4,-1,-1,0,1,-1,2,-1,0,-1,0,0,0,0,-1,2,2,12,1,2,98,9,7,1,0,1,0,2,13,1,5,1,5,5,-2,500,4,12, , ,0,0,-8,-2
37,2,1,14,5,50,1,4,7.5,2,-1,1,99,1,1,1,1,2.5,1,1,12,22,1,22,6,97,1,1,0,2,1,4,1,7,8,1,3,100000,100000,14,12,50, ,1,0,2, 
47,3,1,10,-1,40,1,1,-1,1,-1,0,99,0,0,0,0,-1,0,2,97,8,2,10,10,97,4,2,0,2,3,8,7,0,2,1,4,13750,9000, , , , , , , , 
19,1,1,13,1,-1,1,4,7,1,-1,9,4,1,1,1,1,6,0,2,97,0,0,8,12,12,5,1,0,0,0,1,7,0,3,6,10,9000,-2, , , , , , , ,0
43,3,3,14,-1,-1,2,1,-1,1,-1,0,3,0,0,0,0,-1,0,1,97,0,0,18,6,97,2,2,0,0,1,2,7,0,3,7,9,45000,-2, , , , , , , , 
25,1,4,16,20,40,2,5,26,2,-1,1,1,1,1,1,1,6,1,2,16,21,0,21,20,20,1,1,0,0,1,2,3,7,8,1,12,82500,82500,16,16,40, ,1,0,0,0
35,2,4,16,20,50,2,5,40,2,40,1,4,1,1,1,1,20,1,1,16,23,0,23,12,17,1,1,2,0,2,2,3,1,1,1,7,110000,110000,16,16,50,40,1,1,0,5
53,4,1,12,15,44,1,5,20,1,-1,1,-1,1,1,1,1,5,0,2,97,20,3,21,12,12,3,0,2,2,3,2,7,0,1,1,9,82500,67500, , , , , , , ,0
36,2,1,12,-1,40,1,1,-1,2,40,0,-1,0,0,0,0,-1,2,2,14,19,2,20,3,12,1,0,2,2,1,1,1,1,1,1,8,67500,55000,12,14,40,40,1,1,-2,9
33,2,1,12,-1,-1,1,1,-1,1,40,0,2,0,0,0,0,-1,1,1,12,0,2,16,12,97,1,8,0,0,1,2,1,1,2,7,9,32500,-2,12,12,40, ,1,0,0, 
62,5,1,14,-1,-1,1,1,-1,1,-1,0,-1,1,0,0,0,-1,0,2,97,13,2,13,2,8,2,0,1,0,2,1,7,0,1,8,9,21250,21250, , , , , , , ,6
48,3,3,14,1,40,2,4,7,1,-1,0,1,1,1,1,1,6,0,1,97,16,0,22,14,12,3,1,2,0,1,3,7,0,1,1,11,100000,32500, , , , , , , ,-2
54,4,0,8,-1,68,0,1,-1,2,-1,0,-1,0,0,0,0,-1,1,1,2,18,1,18,99,99,1,0,0,1,1,6,0,7,2,1,9,45000,45000,8,2,68, ,1,0,6, 
32,2,1,12,6,40,1,4,10,1,45,0,3,1,1,1,1,4,1,1,14,18,0,20,97,10,1,8,1,0,1,4,1,1,1,1,6,67500,45000,14,12,45,40,1,1,2, 
38,2,0,11,-1,40,0,1,-1,2,-1,0,6,0,0,0,0,-1,0,2,97,0,2,14,10,97,5,1,0,1,2,3,7,0,2,1,10,23750,-2, , , , , , , , 
39,2,1,14,-3,80,1,9,-3,1,-1,99,-1,1,9,9,9,-3,0,2,97,17,1,17,14,12,5,0,1,1,2,2,7,0,1,1,12,37500,37500, , , , , , , ,-2
19,1,0,11,2,-1,0,3,2,1,-1,0,8,1,1,1,0,0,0,3,97,0,2,7,12,12,5,1,0,0,0,2,7,0,3,6,4,7500,-2, , , , , , , ,0
22,1,2,14,-1,40,2,1,-1,2,-1,0,-1,0,0,0,0,-1,0,2,97,16,2,16,12,10,5,0,0,1,2,5,7,0,2,1,10,32500,32500, , , , , , , ,-2
40,3,1,12,-1,-1,1,1,-1,1,50,0,-1,0,0,0,0,-1,2,2,19,0,2,19,4,98,1,0,2,0,2,5,3,1,1,7,3,55000,-2,19,12,50, ,1,0,7, 
33,2,1,13,.166666666666667,50,1,5,10.1666666666667,2,-1,99,-1,1,1,1,1,10,1,2,12,15,2,17,12,97,1,0,2,2,1,1,1,7,1,1,7,37500,27500,13,12,50, ,1,0,1, 
41,3,4,16,-3,40,2,9,-3,2,-1,99,1,1,9,9,9,-3,2,2,12,99,0,24,12,16,1,1,0,0,1,1,1,7,8,1,7,-1,-2,16,12,40, ,1,0,4,4
37,2,4,18,0,50,2,2,1,2,10,0,2,1,0,1,1,1,1,1,16,18,1,19,12,10,1,1,3,1,1,2,3,2,1,1,6,55000,45000,18,16,50,10,1,0,2,-2
51,4,4,18,-1,99,2,1,-1,2,40,0,1,0,0,0,0,-1,1,2,18,20,2,23,12,10,1,1,1,1,2,2,4,1,1,1,1,110000,67500,18,18, ,40,1,1,0,-2
23,1,3,16,-1,60,2,1,-1,2,-1,0,-1,1,9,0,0,-1,0,2,97,98,1,98,16,16,4,0,0,1,1,3,7,0,2,1,4,-2,-2, , , , , , , ,0
52,4,4,20,1,40,2,3,3,1,-1,2,0,1,1,1,1,2,0,3,97,18,0,18,12,8,5,1,0,0,4,4,7,0,9,1,1,45000,45000, , , , , , , ,-4
35,2,1,13,-1,35,1,1,-1,2,40,0,1,1,0,0,0,-1,1,1,15,24,1,24,14,12,1,1,9,1,1,2,2,1,1,1,11,-1,-1,13,15,35,40,1,1,-2,-2
23,1,1,14,.5,20,1,3,2.5,2,-1,0,-1,1,1,1,1,2,0,2,97,12,2,23,20,12,5,0,0,1,2,2,7,0,2,2,4,110000,18750, , , , , , , ,-8
72,5,0,11,-1,16,0,1,-1,1,-1,0,4,0,0,0,0,-1,0,2,97,8,2,98,97,98,2,2,1,2,2,2,7,0,1,2,11,-2,9000, , , , , , , , 
40,3,4,20,1.5,50,2,3,3,2,-1,1,-1,1,1,1,1,1.5,0,1,97,23,1,23,18,18,5,0,2,1,2,5,7,0,1,1,8,110000,110000, , , , , , , ,0
36,2,1,14,-1,40,1,1,-1,1,40,0,8,0,0,0,0,-1,3,3,14,14,0,15,12,12,1,1,0,0,4,5,2,1,2,1,10,27500,23750,14,14,40,40,1,1,0,0
65,5,4,20,-1,40,2,1,-1,1,-1,0,-1,0,0,0,0,-1,0,2,97,19,2,20,8,97,5,0,2,2,3,2,7,0,1,1,12,67500,55000, , , , , , , , 
55,4,1,13,.166666666666667,-1,1,5,30.1666666666667,2,-1,2,-1,1,1,1,1,30,0,2,97,0,1,12,9,7,3,0,1,0,0,1,7,0,1,5,99,18750,-2, , , , , , , ,-2
23,1,1,14,-1,40,1,1,-1,1,-1,0,1,0,0,0,0,-1,0,1,97,12,0,17,12,12,5,1,0,0,1,1,7,0,2,1,4,37500,18750, , , , , , , ,0
84,5,0,7,-1,-1,0,1,-1,1,-1,0,-1,0,0,0,0,-1,0,3,97,0,3,9,8,8,2,0,1,0,0,2,7,0,1,5,11,11250,-2, , , , , , , ,0
42,3,1,13,-1,40,1,1,-1,1,-1,0,4,0,0,0,0,-1,0,9,97,13,0,13,97,97,5,1,0,0,1,2,7,0,2,1,2,21250,21250, , , , , , , , 
47,3,1,13,-1,15,1,1,-1,1,55,0,2,1,0,0,0,-1,2,1,16,0,2,17,8,13,1,1,1,1,1,5,3,1,1,1,8,37500,-2,16,13,55,15,1,1,3,5
53,4,3,15,-1,39,2,1,-1,1,-1,0,-1,0,0,0,0,-1,0,2,97,24,2,24,14,12,5,0,9,1,1,0,7,0,1,1,99,-1,-1, , , , , , , ,-2
27,1,1,12,-3,37,1,9,-3,1,-1,99,3,1,9,9,9,-3,0,9,97,12,0,17,2,98,5,1,0,0,3,13,7,0,2,1,4,37500,18750, , , , , , , , 
80,5,1,11,-1,-1,1,1,-1,1,-1,0,4,0,0,0,0,-1,2,1,9,0,2,12,8,8,1,1,0,0,2,7,0,5,2,5,4,18750,-2,9,11, , ,0,0,-2,0
77,5,1,10,-1,-1,1,1,-1,1,-1,0,3,0,0,0,0,-1,0,2,97,0,1,24,4,98,2,1,0,0,3,12,7,0,8,5,7,-1,-2, , , , , , , , 
61,5,4,20,.5,45,2,5,10.5,2,-1,0,4,1,1,1,1,10,0,2,97,19,2,19,12,97,5,1,0,2,2,4,7,0,2,1,5,55000,55000, , , , , , , , 
53,4,4,19,-1,50,2,1,-1,2,-1,0,1,0,0,0,0,-1,0,1,97,16,0,17,12,12,3,1,0,0,1,1,7,0,2,1,8,37500,32500, , , , , , , ,0
51,4,2,14,0,27,2,2,1,2,-1,1,2,1,0,1,1,1,0,1,97,2,1,12,12,12,3,8,1,1,1,2,7,0,1,2,6,18750,2000, , , , , , , ,0
38,2,1,12,-1,40,1,1,-1,2,-1,0,-1,1,0,0,0,-1,1,1,11,0,1,11,12,12,1,0,3,1,1,1,0,7,1,1,12,16250,-2,12,11,40, ,1,0,1,0
50,4,4,17,10,40,2,5,15,2,-1,0,3,1,1,1,1,5,0,3,97,20,2,20,12,10,3,1,1,2,4,7,7,0,1,1,12,67500,67500, , , , , , , ,-2
45,3,1,12,2,12,1,4,5,1,40,0,2,1,1,1,1,3,1,1,12,4,0,18,11,12,1,1,3,0,1,4,1,1,1,2,8,45000,4500,12,12,40,12,1,0,0,1
32,2,1,13,2,22,1,4,5,1,60,2,-1,1,1,1,1,3,1,1,13,15,2,22,12,12,1,0,2,2,1,2,4,1,1,2,7,100000,27500,13,13,60,22,1,0,0,0
18,1,0,11,7,16,0,5,15,1,-1,8,0,1,1,1,1,8,0,2,97,2,2,22,12,12,5,1,0,1,1,1,7,0,3,2,12,100000,2000, , , , , , , ,0
31,2,1,10,4,40,1,5,12,1,-1,11,0,1,1,1,1,8,0,9,97,15,2,15,10,97,5,1,1,1,3,3,7,0,1,1,2,27500,27500, , , , , , , , 
37,2,1,13,-1,4,1,1,-1,1,-1,0,4,0,0,0,0,-1,0,9,97,99,0,2,97,10,5,1,1,0,3,3,7,0,1,2,11,2000,-2, , , , , , , , 
37,2,2,14,.5,40,1,3,2.5,2,50,13,-1,1,1,1,1,2,1,1,13,16,2,19,12,13,1,0,2,1,2,4,1,1,1,1,11,55000,32500,14,13,40,50,1,1,1,1
28,1,1,12,10,45,1,5,15,2,-1,1,6,1,1,1,1,5,0,2,97,12,3,12,12,12,5,1,0,2,1,4,7,0,2,1,8,18750,18750, , , , , , , ,0
79,5,0,11,-1,-1,0,1,-1,2,-1,0,-1,0,0,0,0,-1,1,1,12,0,1,12,12,97,1,0,1,0,1,3,1,5,1,5,7,18750,-2,11,12, , ,0,0,-1, 
31,2,4,16,-1,40,2,1,-1,1,40,0,3,1,0,0,0,-1,1,1,16,15,2,20,16,20,1,1,0,2,0,2,3,1,2,1,8,67500,27500,16,16,40,40,1,1,0,4
33,2,4,18,0,-1,2,2,1,1,50,99,2,1,0,1,1,1,1,1,18,10,0,20,12,12,1,1,8,0,1,2,3,1,1,7,11,67500,13750,18,18,50, ,1,0,0,0
44,3,2,14,-1,45,2,1,-1,1,-1,0,2,0,0,0,0,-1,0,2,97,13,2,13,97,97,4,1,1,1,3,3,7,0,1,1,12,21250,21250, , , , , , , , 
38,2,1,14,5,45,1,4,5,2,-1,0,-1,1,1,1,0,0,0,2,97,19,2,19,8,6,3,0,0,2,2,8,7,0,2,1,10,55000,55000, , , , , , , ,-2
35,2,4,16,0,-1,2,3,1.5,1,40,26,-1,1,0,1,1,1.5,1,2,16,17,1,20,13,20,1,0,3,1,1,2,3,1,1,3,2,67500,37500,16,16,40, ,1,0,0,7
49,3,1,14,1,50,1,4,6,2,-1,1,-1,1,1,1,1,5,2,2,12,18,1,19,8,12,1,0,0,1,2,3,1,7,2,1,7,55000,45000,14,12,50, ,1,0,2,4
37,2,4,18,1,55,2,3,3,1,40,0,0,1,1,1,1,2,2,1,16,17,1,21,14,97,1,1,3,1,1,1,3,1,1,1,7,82500,37500,16,18,40,55,1,1,-2, 
61,5,1,13,-1,55,1,1,-1,2,-1,0,3,0,0,0,0,-1,1,1,12,10,1,15,3,12,1,1,0,2,1,3,1,7,2,1,5,27500,13750,13,12,55, ,1,0,1,9
67,5,0,9,-1,-1,0,1,-1,1,-1,0,6,0,0,0,0,-1,2,3,11,0,0,9,4,97,1,2,1,0,0,7,1,5,1,5,7,11250,-2,11,9, , ,0,0,2, 
47,3,1,12,-1,48,1,1,-1,2,-1,0,3,0,0,0,0,-1,0,2,97,18,1,18,8,12,3,1,1,2,1,4,7,0,1,1,11,45000,45000, , , , , , , ,4
22,1,1,15,.5,25,1,3,3.5,2,-1,21,1,1,1,1,1,3,0,2,97,6,0,21,15,10,5,8,0,0,2,1,7,0,2,2,11,82500,6500, , , , , , , ,-5
32,2,1,11,-1,-1,1,1,-1,2,-1,0,0,0,0,0,0,-1,0,3,97,8,0,8,14,97,5,8,1,0,1,2,7,0,1,4,5,9000,9000, , , , , , , , 
26,1,2,14,-3,40,2,9,-3,2,-1,99,1,1,9,9,9,-3,0,2,97,14,0,14,16,97,5,1,0,0,1,1,7,0,2,1,2,23750,23750, , , , , , , , 
57,4,2,14,-1,40,2,1,-1,2,35,0,3,1,0,0,0,-1,2,2,14,13,0,17,12,12,1,1,0,0,1,2,2,1,2,1,12,37500,21250,14,14,40,35,1,1,0,0
33,2,1,13,1,50,1,3,2,1,50,0,1,1,1,1,1,1,2,2,15,12,2,17,15,14,1,1,1,1,2,2,2,1,1,1,1,37500,18750,15,13,50,50,1,1,2,-1
20,1,1,9,-1,-1,1,1,-1,1,-1,0,3,1,0,0,0,-1,0,2,97,6,2,17,97,97,5,8,0,0,0,6,7,0,3,6,10,37500,6500, , , , , , , , 
19,1,1,9,8,53,1,5,14,2,-1,1,2,1,1,1,1,6,0,1,97,0,2,8,12,15,5,1,0,1,2,7,7,0,3,1,4,9000,-2, , , , , , , ,3
66,5,1,14,-1,-1,1,1,-1,2,60,0,-1,0,0,0,0,-1,2,1,10,0,1,16,98,98,1,0,3,0,0,6,8,1,1,5,5,32500,-2,14,10, ,60,0,1,4, 
56,4,1,12,7,40,1,4,10,2,-1,0,1,1,1,1,1,3,0,2,97,14,0,14,98,8,3,1,2,0,1,5,7,0,1,1,9,23750,23750, , , , , , , , 
27,1,1,16,.166666666666667,36,1,3,2.16666666666667,2,-1,1,1,1,1,1,1,2,0,2,97,11,0,11,14,16,5,1,0,0,1,1,7,0,2,2,10,16250,16250, , , , , , , ,2
26,1,1,12,1,45,1,3,3,2,-1,1,2,1,1,1,1,2,0,1,97,14,1,14,99,12,5,1,1,8,1,6,7,0,1,1,3,23750,23750, , , , , , , , 
31,2,3,14,.5,45,2,2,.5,1,80,0,-1,1,1,1,0,0,2,1,14,18,1,20,12,12,1,0,3,1,1,1,1,1,1,1,10,67500,45000,14,14,80,45,1,1,0,0
37,2,4,16,.25,50,2,4,8.25,2,40,1,4,1,1,1,1,8,1,2,20,15,0,19,12,12,1,1,0,0,2,5,4,1,2,1,12,55000,27500,16,20,50,40,1,1,-4,0
69,5,1,16,.0833333333333333,-1,1,2,.166666666666667,1,-1,0,-1,1,1,1,1,.0833333333333333,0,2,97,0,2,1,12,97,3,0,2,0,1,1,7,0,1,5,8,500,-2, , , , , , , , 
79,5,0,11,-1,-1,0,1,-1,2,-1,0,2,0,0,0,0,-1,0,2,97,0,3,13,0,0,2,2,1,0,0,5,7,0,1,5,7,21250,-2, , , , , , , ,0
82,5,1,15,-1,-1,1,1,-1,2,-1,0,1,0,0,0,0,-1,0,3,97,0,3,98,12,8,5,8,2,0,1,3,7,0,1,5,3,-2,-2, , , , , , , ,-4
36,2,2,15,1,40,2,3,3,2,40,1,-1,1,1,1,1,2,1,1,12,19,2,19,12,16,1,0,2,2,1,0,1,1,1,1,5,55000,55000,15,12,40,40,1,1,3,4
73,5,4,16,2,-1,2,3,4,2,-1,1,2,1,1,1,1,2,1,1,16,2,0,15,8,8,1,1,1,0,3,7,3,7,0,5,3,27500,2000,16,16, , ,0,0,0,0
62,5,1,13,-1,-1,1,1,-1,2,-1,0,-1,0,0,0,0,-1,1,2,12,0,2,19,12,13,1,0,2,0,2,3,1,5,1,5,1,55000,-2,13,12, , ,0,0,1,1
81,5,0,11,-1,32,0,1,-1,2,-1,0,1,0,0,0,0,-1,0,3,97,5,0,9,98,98,2,1,1,0,1,6,7,0,0,2,12,11250,5500, , , , , , , , 
88,5,1,16,-1,-1,1,1,-1,2,-1,0,1,0,0,0,0,-1,0,2,97,0,3,10,12,9,2,8,8,0,9,0,7,0,1,7,6,13750,-2, , , , , , , ,-3
52,4,1,14,1,40,1,3,4,2,-1,1,-1,1,1,1,1,3,0,1,97,23,1,23,12,13,4,0,3,1,2,5,7,0,1,1,6,110000,110000, , , , , , , ,1
53,4,1,16,1,-1,1,3,2,2,25,99,-1,1,1,1,1,1,1,2,16,19,1,20,15,12,1,0,0,1,1,2,3,2,2,3,7,67500,55000,16,16, ,25,0,0,0,-3
36,2,4,16,1,52,2,3,1.5,2,20,0,1,1,1,1,1,.5,2,2,99,19,0,20,18,12,1,1,3,0,1,2,0,2,1,1,12,67500,55000,16, ,52,20,1,0, ,-6
48,3,0,11,-1,27,0,1,-1,2,-1,0,5,0,0,0,0,-1,1,1,12,8,0,18,12,8,1,1,0,0,4,11,1,5,2,2,7,45000,9000,12,11, ,27,0,0,1,-4
43,3,1,12,1,40,1,2,1,1,40,0,2,1,1,1,0,0,3,2,12,16,1,18,8,8,1,8,1,1,2,4,1,1,0,1,3,45000,32500,12,12,40,40,1,1,0,0
25,1,1,12,1,43,1,2,1,2,41,0,-1,1,1,1,0,0,9,9,12,15,2,18,10,12,1,0,0,1,3,3,1,1,2,1,11,45000,27500,12,12,43,41,1,1,0,2
32,2,1,12,-1,36,1,1,-1,1,-1,0,-1,1,0,0,0,-1,2,2,99,10,2,17,98,98,1,0,0,1,1,3,0,4,2,1,5,37500,13750, ,12, ,36,0,1, , 
20,1,1,12,-1,-1,1,1,-1,1,-1,0,3,0,0,0,0,-1,0,1,97,0,0,98,11,12,5,2,0,0,0,3,7,0,3,6,9,-2,-2, , , , , , , ,1
74,5,1,12,-1,-1,1,1,-1,1,-1,0,2,0,0,0,0,-1,0,2,97,0,2,7,8,8,5,1,2,0,1,0,7,0,1,5,12,7500,-2, , , , , , , ,0
69,5,1,12,-1,-1,1,1,-1,1,-1,0,3,0,0,0,0,-1,2,2,13,0,2,9,12,8,1,1,0,0,1,4,1,8,2,5,3,11250,-2,13,12, , ,0,0,1,-4
19,1,0,10,-1,-1,0,1,-1,2,-1,0,0,0,0,0,0,-1,0,3,97,98,1,98,10,12,3,8,0,1,4,7,7,0,3,4,3,-2,-2, , , , , , , ,2
58,4,0,10,-1,25,0,1,-1,2,-1,0,-1,0,0,0,0,-1,2,2,11,15,2,15,98,6,1,0,0,2,1,2,1,7,2,2,3,27500,27500,10,11,25, ,0,0,-1, 
71,5,1,12,-1,-1,1,1,-1,2,-1,0,0,0,0,0,0,-1,0,2,97,0,0,14,98,98,2,1,2,0,1,12,7,0,1,7,5,23750,-2, , , , , , , , 
46,3,2,14,1,8,2,3,1.5,1,-1,0,-1,1,1,1,1,.5,0,2,97,15,1,15,14,12,2,0,3,1,1,14,7,0,1,2,6,27500,27500, , , , , , , ,-2
26,1,3,16,.0333333333333333,35,2,2,.0333333333333333,1,-1,0,99,1,1,1,0,0,0,2,97,12,2,12,14,14,5,2,2,1,1,4,7,0,1,2,2,18750,18750, , , , , , , ,0
24,1,1,12,1,40,1,3,4,2,-1,2,-1,1,1,1,1,3,0,2,97,15,2,15,12,12,5,0,0,1,1,1,7,0,2,1,11,27500,27500, , , , , , , ,0
44,3,0,5,-1,40,0,1,-1,2,-1,0,8,0,0,0,0,-1,0,3,97,10,1,10,0,0,3,1,0,1,1,10,7,0,2,1,5,13750,13750, , , , , , , ,0
44,3,1,13,-1,40,1,1,-1,2,-1,0,-1,0,0,0,0,-1,0,2,97,3,2,8,16,12,3,0,0,2,2,4,7,0,2,1,11,9000,3500, , , , , , , ,-4
54,4,1,12,20,40,1,5,20,1,-1,0,-1,1,1,1,0,0,0,1,97,7,1,8,8,8,3,0,0,2,2,0,7,0,2,1,11,9000,7500, , , , , , , ,0
45,3,1,13,15,43,1,5,35,1,45,30,3,1,1,1,1,20,2,1,12,9,2,19,12,14,1,1,1,1,1,5,1,1,1,1,9,55000,11250,12,13,45,43,1,1,-1,2
73,5,1,12,-1,-1,1,1,-1,1,-1,0,5,0,0,0,0,-1,0,1,97,0,1,19,98,98,2,1,1,0,1,4,7,0,1,7,8,55000,-2, , , , , , , , 
38,2,1,13,-1,40,1,1,-1,2,10,0,1,1,0,0,0,-1,2,2,12,11,0,11,12,8,1,1,2,0,2,2,1,2,1,1,10,16250,16250,13,12,40,10,1,0,1,-4
32,2,1,12,3,3,1,4,7,1,45,11,-1,1,1,1,1,4,1,2,14,1,1,14,14,16,1,0,2,2,1,2,1,1,1,2,1,23750,500,14,12,45,3,1,0,2,2
30,2,1,12,0,80,1,2,.5,2,-1,0,1,1,0,1,1,.5,0,9,97,21,0,21,12,12,5,2,0,0,2,4,7,0,2,1,5,82500,82500, , , , , , , ,0
50,4,3,16,1,50,2,3,1.75,2,-1,99,10,1,1,1,1,.75,0,1,97,24,1,24,12,10,3,2,4,1,1,2,7,0,1,1,6,-1,-1, , , , , , , ,-2
48,3,1,12,40,65,1,5,55,1,-1,98,-1,1,1,1,1,15,0,2,97,6,1,16,12,12,3,0,0,1,1,3,7,0,4,1,11,32500,6500, , , , , , , ,0
34,2,1,12,-1,50,1,1,-1,1,40,0,4,0,0,0,0,-1,2,2,12,16,2,18,12,6,1,1,3,2,2,3,1,1,1,1,11,45000,32500,12,12,50,40,1,1,0,-6
61,5,0,8,-1,32,0,1,-1,2,40,0,3,0,0,0,0,-1,1,1,12,12,0,15,12,12,1,1,1,0,1,4,1,1,1,1,5,27500,18750,12,8,40,32,1,1,4,0
47,3,4,17,3,40,2,4,9,1,-1,6,-1,1,1,1,1,6,0,2,97,18,2,20,13,12,5,0,1,2,2,1,7,0,1,1,11,67500,45000, , , , , , , ,-1
44,3,2,15,.25,40,2,2,.25,1,-1,0,3,1,1,1,0,0,0,2,97,9,2,11,9,9,4,1,1,1,2,8,7,0,1,1,10,16250,11250, , , , , , , ,0
32,2,4,20,2,45,2,3,3,1,-1,2,-1,1,1,1,1,1,1,1,18,0,1,13,12,13,1,0,4,1,1,1,3,7,1,1,5,21250,-2,20,18,45, ,1,0,2,1
38,2,4,18,40,70,2,5,40,2,-1,0,1,1,1,1,0,0,0,1,97,24,0,24,18,18,5,2,1,0,1,2,7,0,1,1,5,-1,-1, , , , , , , ,0
67,5,1,12,0,-1,1,3,2,1,-1,0,-1,1,0,1,1,2,1,1,12,0,1,23,12,97,1,0,2,0,0,5,1,5,1,5,9,110000,-2,12,12, , ,0,0,0, 
36,2,1,13,-1,-1,1,1,-1,2,52,0,4,0,0,0,0,-1,2,2,14,12,0,18,15,12,1,1,3,0,8,5,1,1,1,7,12,45000,18750,14,13,52, ,1,0,1,-3
46,3,1,12,.25,40,1,2,.25,2,-1,0,1,1,1,1,0,0,0,2,97,15,2,15,13,16,5,1,1,1,2,3,7,0,1,1,9,27500,27500, , , , , , , ,3
71,5,0,8,-1,-1,0,1,-1,2,-1,0,8,0,0,0,0,-1,0,3,97,98,0,98,8,98,2,8,1,0,0,9,7,0,1,5,3,-2,-2, , , , , , , , 
36,2,3,17,.583333333333333,72,2,3,1.5,1,-1,0,-1,1,1,1,1,.916666666666667,1,1,16,15,1,15,7,5,1,0,2,1,1,2,3,7,1,1,10,27500,27500,17,16,72, ,1,0,1,-2
68,5,1,12,1,-1,1,2,1,2,-1,0,2,1,1,1,0,0,0,2,97,9,1,9,8,12,2,1,1,0,3,10,7,0,1,7,7,11250,11250, , , , , , , ,4
46,3,0,10,-1,-1,0,1,-1,1,40,0,2,0,0,0,0,-1,1,2,12,10,1,14,8,12,1,1,0,0,1,3,1,1,2,8,12,23750,13750,10,12, ,40,0,1,-2,4
26,1,4,16,1.5,40,2,4,8.5,1,-1,0,-1,1,1,1,1,7,0,1,97,16,2,19,12,14,5,0,1,1,2,2,7,0,1,1,12,55000,32500, , , , , , , ,2
76,5,1,12,-1,32,1,1,-1,2,-1,0,-1,0,0,0,0,-1,0,3,97,8,2,8,8,98,2,0,1,2,2,4,7,0,1,2,9,9000,9000, , , , , , , , 
47,3,1,12,-1,-1,1,1,-1,2,-1,0,-1,0,0,0,0,-1,0,2,97,0,2,7,5,98,2,0,1,0,0,7,7,0,1,8,8,7500,-2, , , , , , , , 
28,1,1,16,1,55,1,2,1,2,-1,0,-1,1,1,1,0,0,0,1,97,11,1,11,12,97,5,0,2,1,1,0,7,0,1,1,2,16250,16250, , , , , , , , 
45,3,1,12,-1,45,1,1,-1,1,-1,0,-1,0,0,0,0,-1,0,2,97,24,2,24,16,16,3,0,9,0,2,13,7,0,1,1,1,-1,-1, , , , , , , ,0
67,5,0,8,-1,98,0,1,-1,1,24,0,-1,0,0,0,0,-1,1,1,12,22,1,22,6,5,1,0,0,0,2,5,1,2,2,2,8,100000,100000,8,12, ,24,0,0,-4,-1
37,2,0,10,-1,-1,0,1,-1,1,-1,0,7,0,0,0,0,-1,0,3,97,5,3,9,98,97,4,8,0,1,3,6,7,0,2,4,9,11250,5500, , , , , , , , 
28,1,1,12,-1,40,1,1,-1,2,99,0,2,0,0,0,0,-1,1,2,11,14,0,16,7,12,1,1,0,0,1,4,0,1,2,1,7,32500,23750,11,12, ,40,1,1,-1,5
72,5,1,13,-1,-1,1,1,-1,2,-1,0,-1,0,0,0,0,-1,0,1,97,0,2,11,12,12,2,0,1,0,0,12,7,0,1,5,1,16250,-2, , , , , , , ,0
18,1,0,11,-1,25,0,1,-1,2,-1,0,1,0,0,0,0,-1,0,1,97,4,0,11,12,97,5,1,0,0,2,5,7,0,3,2,10,16250,4500, , , , , , , , 
75,5,4,16,.0833333333333333,-1,2,3,1.08333333333333,1,-1,99,-1,1,1,1,1,1,1,1,16,23,1,23,14,7,1,0,2,0,0,99,3,7,1,5,1,110000,110000,16,16, , ,0,0,0,-7
77,5,1,12,-1,-1,1,1,-1,2,-1,0,2,0,0,0,0,-1,2,2,14,0,0,18,8,12,1,8,2,1,0,5,1,5,1,5,10,45000,-2,14,12, , ,0,0,2,4
